Price,Adj Close,Close,High,Low,Open,Volume
2020-01-02 00:00:00+00:00,72.79602051,75.08750153,75.15000153,73.79750061,74.05999756,135480400
2020-01-03 00:00:00+00:00,72.08827972,74.35749817,75.14499664,74.125,74.28749847,146322800
2020-01-06 00:00:00+00:00,72.66270447,74.94999695,74.98999786,73.1875,73.44750214,118387200
2020-01-07 00:00:00+00:00,72.32098389,74.59750366,75.22499847,74.37000275,74.95999908,108872000
2020-01-08 00:00:00+00:00,73.48433685,75.79750061,76.11000061,74.29000092,74.29000092,132079200
2020-01-09 00:00:00+00:00,75.04520416,77.40750122,77.60749817,76.55000305,76.80999756,170108400
2020-01-10 00:00:00+00:00,75.21486664,77.58249664,78.16750336,77.0625,77.65000153,140644800
2020-01-13 00:00:00+00:00,76.82178497,79.23999786,79.26750183,77.78749847,77.91000366,121532000
2020-01-14 00:00:00+00:00,75.78444672,78.16999817,79.39250183,78.04250336,79.17500305,161954400
2020-01-15 00:00:00+00:00,75.45967865,77.83499908,78.875,77.38749695,77.96250153,121923600
2020-01-16 00:00:00+00:00,76.40491486,78.80999756,78.92500305,78.02249908,78.39749908,108829200
2020-01-17 00:00:00+00:00,77.25079346,79.68250275,79.68499756,78.75,79.06749725,137816400
2020-01-21 00:00:00+00:00,76.72728729,79.14250183,79.75499725,79,79.29750061,110843200
2020-01-22 00:00:00+00:00,77.00115204,79.42500305,79.99749756,79.32749939,79.64499664,101832400
2020-01-23 00:00:00+00:00,77.37198639,79.80750275,79.88999939,78.91249847,79.48000336,104472000
2020-01-24 00:00:00+00:00,77.14899445,79.57749939,80.83249664,79.37999725,80.0625,146537600
2020-01-27 00:00:00+00:00,74.88040924,77.23750305,77.94249725,76.22000122,77.51499939,161940000
2020-01-28 00:00:00+00:00,76.99871826,79.42250061,79.59999847,78.04750061,78.15000153,162234000
2020-01-29 00:00:00+00:00,78.61049652,81.08499908,81.96250153,80.34500122,81.11250305,216229200
2020-01-30 00:00:00+00:00,78.4965744,80.96749878,81.02249908,79.6875,80.13500214,126743200
2020-01-31 00:00:00+00:00,75.0161438,77.37750244,80.66999817,77.07250214,80.23249817,199588400
2020-02-03 00:00:00+00:00,74.810112,77.16500092,78.37249756,75.55500031,76.07499695,173788400
2020-02-04 00:00:00+00:00,77.27986145,79.71250153,79.91000366,78.40750122,78.82749939,136616400
2020-02-05 00:00:00+00:00,77.91004181,80.36250305,81.19000244,79.73750305,80.87999725,118826800
2020-02-06 00:00:00+00:00,78.8213501,81.30249786,81.30500031,80.06500244,80.64250183,105425600
2020-02-07 00:00:00+00:00,77.74996948,80.00749969,80.84999847,79.5,80.59249878,117684000
2020-02-10 00:00:00+00:00,78.11922455,80.38749695,80.38749695,78.46250153,78.54499817,109348800
2020-02-11 00:00:00+00:00,77.6479187,79.90249634,80.97499847,79.67749786,80.90000153,94323200
2020-02-12 00:00:00+00:00,79.49188995,81.80000305,81.80500031,80.36750031,80.36750031,113730400
2020-02-13 00:00:00+00:00,78.9258194,81.21749878,81.55500031,80.83750153,81.04750061,94747600
2020-02-14 00:00:00+00:00,78.94525146,81.23750305,81.49500275,80.71250153,81.18499756,80113600
2020-02-18 00:00:00+00:00,77.49971771,79.75,79.9375,78.65249634,78.83999634,152531200
2020-02-19 00:00:00+00:00,78.62213898,80.90499878,81.14250183,80,80,93984000
2020-02-20 00:00:00+00:00,77.81555939,80.07499695,81.16249847,79.55249786,80.65750122,100566000
2020-02-21 00:00:00+00:00,76.05418396,78.26249695,80.11250305,77.625,79.65499878,129554000
2020-02-24 00:00:00+00:00,72.44158936,74.54499817,76.04499817,72.30750275,74.31500244,222195200
2020-02-25 00:00:00+00:00,69.98783875,72.01999664,75.63249969,71.53250122,75.23750305,230673600
2020-02-26 00:00:00+00:00,71.09809113,73.16249847,74.47000122,71.625,71.63249969,198054800
2020-02-27 00:00:00+00:00,66.45054626,68.37999725,71.5,68.23999786,70.27500153,320605600
2020-02-28 00:00:00+00:00,66.4116745,68.33999634,69.60250092,64.09249878,64.31500244,426510000
2020-03-02 00:00:00+00:00,72.5946579,74.70249939,75.36000061,69.43000031,70.56999969,341397200
2020-03-03 00:00:00+00:00,70.28908539,72.33000183,76,71.44999695,75.91750336,319475600
2020-03-04 00:00:00+00:00,73.54942322,75.68499756,75.84999847,73.28250122,74.11000061,219178400
2020-03-05 00:00:00+00:00,71.16370392,73.23000336,74.88749695,72.85250092,73.87999725,187572800
2020-03-06 00:00:00+00:00,70.21864319,72.25749969,72.70500183,70.30750275,70.5,226176800
2020-03-09 00:00:00+00:00,64.66490936,66.54250336,69.52249908,65.75,65.9375,286744800
2020-03-10 00:00:00+00:00,69.32217407,71.33499908,71.61000061,67.34249878,69.28500366,285290000
2020-03-11 00:00:00+00:00,66.9145813,68.85749817,70.30500031,67.96499634,69.34750366,255598800
2020-03-12 00:00:00+00:00,60.30644989,62.05749893,67.5,62,63.98500061,418474000
2020-03-13 00:00:00+00:00,67.5316391,69.49250031,69.98000336,63.23749924,66.22250366,370732000
2020-03-16 00:00:00+00:00,58.84391403,60.55250168,64.76999664,60,60.48749924,322423600
2020-03-17 00:00:00+00:00,61.43129349,63.21500015,64.40249634,59.59999847,61.87749863,324056000
2020-03-18 00:00:00+00:00,59.92745209,61.66749954,62.5,59.27999878,59.94250107,300233600
2020-03-19 00:00:00+00:00,59.46828079,61.19499969,63.20999908,60.65250015,61.84749985,271857200
2020-03-20 00:00:00+00:00,55.69290924,57.31000137,62.95750046,57,61.79499817,401693200
2020-03-23 00:00:00+00:00,54.509758,56.09249878,57.125,53.15250015,57.02000046,336752800
2020-03-24 00:00:00+00:00,59.97847366,61.72000122,61.92250061,58.57500076,59.09000015,287531200
2020-03-25 00:00:00+00:00,59.64806366,61.38000107,64.5625,61.07500076,62.6875,303602000
2020-03-26 00:00:00+00:00,62.78693008,64.61000061,64.66999817,61.59000015,61.63000107,252087200
2020-03-27 00:00:00+00:00,60.18740845,61.93500137,63.96749878,61.76250076,63.1875,204216800
2020-03-30 00:00:00+00:00,61.9050293,63.70249939,63.88000107,62.34999847,62.68500137,167976400
2020-03-31 00:00:00+00:00,61.77870178,63.57249832,65.62249756,63,63.90000153,197002000
2020-04-01 00:00:00+00:00,58.52807999,60.22750092,62.18000031,59.78250122,61.625,176218400
2020-04-02 00:00:00+00:00,59.50473404,61.23249817,61.28749847,59.22499847,60.08499908,165934000
2020-04-03 00:00:00+00:00,58.64955139,60.35250092,61.42499924,59.74250031,60.70000076,129880000
2020-04-06 00:00:00+00:00,63.76600266,65.61750031,65.77749634,62.34500122,62.72499847,201820400
2020-04-07 00:00:00+00:00,63.0274353,64.85749817,67.92500305,64.75,67.69999695,202887200
2020-04-08 00:00:00+00:00,64.64060974,66.51750183,66.84249878,65.30750275,65.68499756,168895200
2020-04-09 00:00:00+00:00,65.10704803,66.99749756,67.51750183,66.17500305,67.17500305,161834800
2020-04-13 00:00:00+00:00,66.38495636,68.3125,68.42500305,66.45749664,67.07749939,131022800
2020-04-14 00:00:00+00:00,69.7375946,71.76249695,72.0625,69.51249695,70,194994800
2020-04-15 00:00:00+00:00,69.10109711,71.10749817,71.58249664,70.15750122,70.59999847,131154400
2020-04-16 00:00:00+00:00,69.65013885,71.67250061,72.05000305,70.58750153,71.84500122,157125200
2020-04-17 00:00:00+00:00,68.70507813,70.69999695,71.73750305,69.21499634,71.17250061,215250000
2020-04-20 00:00:00+00:00,67.27899933,69.23249817,70.41999817,69.21250153,69.48750305,130015200
2020-04-21 00:00:00+00:00,65.19937897,67.09249878,69.3125,66.35749817,69.06999969,180991600
2020-04-22 00:00:00+00:00,67.0773468,69.02500153,69.47499847,68.05000305,68.40249634,116862400
2020-04-23 00:00:00+00:00,66.81739044,68.75749969,70.4375,68.71749878,68.96749878,124814400
2020-04-24 00:00:00+00:00,68.74638367,70.74250031,70.75250244,69.25,69.30000305,126161200
2020-04-27 00:00:00+00:00,68.79499054,70.79250336,71.13500214,69.98750305,70.44999695,117087600
2020-04-28 00:00:00+00:00,67.67984009,69.64499664,71.45749664,69.55000305,71.26999664,112004800
2020-04-29 00:00:00+00:00,69.9028244,71.93250275,72.41750336,70.97250366,71.18250275,137280800
2020-04-30 00:00:00+00:00,71.37747955,73.44999695,73.63249969,72.08750153,72.48999786,183064000
2020-05-01 00:00:00+00:00,70.22836304,72.26750183,74.75,71.46250153,71.5625,240616800
2020-05-04 00:00:00+00:00,71.22199249,73.29000092,73.42250061,71.58000183,72.29250336,133568000
2020-05-05 00:00:00+00:00,72.29096985,74.38999939,75.25,73.61499786,73.76499939,147751200
2020-05-06 00:00:00+00:00,73.0368042,75.15750122,75.80999756,74.71749878,75.11499786,142333600
2020-05-07 00:00:00+00:00,73.7923584,75.93499756,76.29250336,75.49250031,75.80500031,115215200
2020-05-08 00:00:00+00:00,75.54876709,77.53250122,77.58750153,76.07250214,76.41000366,133838400
2020-05-11 00:00:00+00:00,76.73756409,78.75250244,79.26249695,76.80999756,77.02500153,145946400
2020-05-12 00:00:00+00:00,75.86055756,77.85250092,79.92250061,77.72750092,79.45749664,162301200
2020-05-13 00:00:00+00:00,74.9446106,76.91249847,78.98750305,75.80249786,78.03749847,200622400
2020-05-14 00:00:00+00:00,75.40504456,77.38500214,77.44750214,75.38249969,76.12750244,158929200
2020-05-15 00:00:00+00:00,74.95922089,76.92749786,76.97499847,75.05249786,75.08750153,166348400
2020-05-18 00:00:00+00:00,76.72534943,78.73999786,79.125,77.58000183,78.29250336,135178400
2020-05-19 00:00:00+00:00,76.28199005,78.28500366,79.62999725,78.25250244,78.75749969,101729600
2020-05-20 00:00:00+00:00,77.76556396,79.80750275,79.87999725,79.12999725,79.16999817,111504800
2020-05-21 00:00:00+00:00,77.18577576,79.21250153,80.22250366,78.96749878,79.66500092,102688800
2020-05-22 00:00:00+00:00,77.68273926,79.72250366,79.80750275,78.83750153,78.94249725,81803200
2020-05-26 00:00:00+00:00,77.15652466,79.18250275,81.05999756,79.125,80.875,125522000
2020-05-27 00:00:00+00:00,77.49269867,79.52749634,79.67749786,78.27249908,79.03500366,112945200
2020-05-28 00:00:00+00:00,77.52681732,79.5625,80.86000061,78.90750122,79.19249725,133560800
2020-05-29 00:00:00+00:00,77.45129395,79.48500061,80.28749847,79.11750031,79.8125,153532400
2020-06-01 00:00:00+00:00,78.40377808,80.46250153,80.58750153,79.30249786,79.4375,80791200
2020-06-02 00:00:00+00:00,78.76676178,80.83499908,80.86000061,79.73249817,80.1875,87642800
2020-06-03 00:00:00+00:00,79.20036316,81.27999878,81.55000305,80.57499695,81.16500092,104491200
2020-06-04 00:00:00+00:00,78.51828766,80.58000183,81.40499878,80.19499969,81.09750366,87560400
2020-06-05 00:00:00+00:00,80.75455475,82.875,82.9375,80.80750275,80.83750153,137250400
2020-06-08 00:00:00+00:00,81.23202515,83.36499786,83.40000153,81.83000183,82.5625,95654400
2020-06-09 00:00:00+00:00,83.79718018,85.99749756,86.40249634,83.00250244,83.03500366,147712400
2020-06-10 00:00:00+00:00,85.95306396,88.20999908,88.69249725,86.52249908,86.97499847,166651600
2020-06-11 00:00:00+00:00,81.82640839,83.97499847,87.76499939,83.87000275,87.32749939,201662400
2020-06-12 00:00:00+00:00,82.5328598,84.69999695,86.94999695,83.55500031,86.18000031,200146000
2020-06-15 00:00:00+00:00,83.55357361,85.74749756,86.41999817,83.14499664,83.3125,138808800
2020-06-16 00:00:00+00:00,85.76791382,88.01999664,88.30000305,86.18000031,87.86499786,165428800
2020-06-17 00:00:00+00:00,85.6485672,87.89749908,88.84999847,87.77249908,88.78749847,114406400
2020-06-18 00:00:00+00:00,85.68266296,87.93250275,88.36250305,87.30500031,87.85250092,96820400
2020-06-19 00:00:00+00:00,85.19300842,87.43000031,89.13999939,86.28749847,88.66000366,264476000
2020-06-22 00:00:00+00:00,87.42198944,89.71749878,89.86499786,87.78749847,87.83499908,135445200
2020-06-23 00:00:00+00:00,89.28798676,91.63249969,93.09500122,90.56749725,91,212155600
2020-06-24 00:00:00+00:00,87.71188354,90.01499939,92.19750214,89.62999725,91.25,192623200
2020-06-25 00:00:00+00:00,88.87631226,91.20999908,91.25,89.39250183,90.17500305,137522400
2020-06-26 00:00:00+00:00,86.14550781,88.40750122,91.33000183,88.25499725,91.10250092,205256800
2020-06-29 00:00:00+00:00,88.13088226,90.44499969,90.54250336,87.81999969,88.3125,130646000
2020-06-30 00:00:00+00:00,88.86655426,91.19999695,91.49500275,90,90.01999664,140223200
2020-07-01 00:00:00+00:00,88.69846344,91.02749634,91.83999634,90.97750092,91.27999878,110737200
